accoglienza.sale_meeting,consolato.orari.apertura,cap,consolato.console,agenzia.intestazione,accoglienza.direttore,accoglienza.residences,id,tipi_specifici,divertimento-e-ristoro.orari.note,accoglienza.descrizione,accoglienza.stelle,divertimento-e-ristoro.cucina,consolato.pec,citta,fax,indirizzo,telefono,web,consolato.orari.note,divertimento-e-ristoro.orari.apertura,tipi,divertimento-e-ristoro.orari.giorni,consolato.orari.giorni,consolato.stato,email,divertimento-e-ristoro.orari.chiusura,accoglienza.gestione,accoglienza.camere,nome,divertimento-e-ristoro.informazioni,consolato.orari.chiusura,mobile
,,90144,,,,,493,cocktail bar,,,,,,Palermo,,Shamrock Caf??,091/511319,,,19:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,01:30,,,Shamrock Caf??,,,
,,90133,,,,,524,cocktail bar,lunedi: chiusura alle 15.00; domenica: apertura alle 18,,,,,Palermo,,Vespa Caf??,,http://www.vespacafepalermo.it/,,10:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Vespa Caf??,,,
,,90133,,,,,400,wine bar,,,,,,Palermo,,La Champagneria Del Massimo,091/335730,,,09:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,La Champagneria Del Massimo,,,3478050080
,,90144,,,,,401,wine bar,,,,,,Palermo,,L'Aperitivo,091/301125,,,18:30,"divertimento, ristoro","lunedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,L'Aperitivo,,,
,,90133,,,,,295,wine bar,,,,,,Palermo,,Ai chiavettieri,091/328926,,,19:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,01:30,,,Ai chiavettieri,,,
,,90143,,,,,303,wine bar,,,,,,Palermo,,Enoteca Arcilesi,091/301679,,,17:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,butybuty@libero.it,01:00,,,Enoteca Arcilesi,,,
,,90133,,,,,384,wine bar,venerdi: chiusura alle 03.00; sabato: chiusura alle 03.00,,,,,Palermo,,Jazz'N Chocolate,,,,19:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Jazz'N Chocolate,,,3298160376
,,90133,,,,,385,wine bar,"venerdi: chiusura alle 02.00; sabato: chiusura alle 02.00; domenica: apertura alle 11.30, chiusura alle 18.00",,,,,Palermo,,Kursaal Kalhesa,091/6162111 - 091/6167630,http://www.kursaalkalhesa.it,,12.00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@kursaalkalhesa.it,01.30,,,Kursaal Kalhesa,,,
,,90133,,,,,452,wine bar,,,,,,Palermo,,Cav??,,,,18:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,03:00,,,Cav??,,,3292920789 - 3807922591
,,90141,,,,,314,wine bar,,,,,,Palermo,,Centro Cha,091/580127,,,17:00,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,centrocha@libero.it,01:30,,,Centro Cha,,,
,,90144,,,,,324,"wine bar, pub",,,,,,Palermo,091/6257168,La Cuba,091/309201,http://www.lacuba.com,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,info@lacuba.com,02:00,,,La Cuba,,,
,,90133,,,,,335,wine bar,,,,,,Palermo,,Noga Wine Bar,,,,,"divertimento, ristoro",,,,,,,,Noga Wine Bar,,,
,,90144,,,,,343,wine bar,,,,,,Palermo,,Robinson Vini,091/6252014,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,02:00,,,Robinson Vini,,,
,,90143,,,,,370,wine bar,,,,,,Palermo,,Hub,091/304977,http://www.hubpalermo.com,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,relazioniesterne.hub@gmail.com,03:00,,,Hub,,,
,,90134,,,,,374,wine bar,,,,,,Palermo,,Gatto Nero,,,,19:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,gattoneropub@hotmail.it,02:00,,,Gatto Nero,,,3403452222
,,90141,,,,,404,wine bar,,,,,,Palermo,,Lord Green,091/6110194,,,18:30,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,mortillaro@neomedia.it,03:00,,,Lord Green,,,
,,90133,,,,,439,wine bar,,,,,,Palermo,,Mi manda Picone,091/6160660,,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,,,,,Mi manda Picone,,,
,,90133,,,,,525,wine bar,,,,,,Palermo,,Rendez Vous,,http://www.rendezvouspalermo.com/,,19:30,"divertimento, ristoro","martedi,mercoledi,giovedi,venerdi,sabato,domenica",,,davidgraviano@hotmail.it,01:00,,,Rendez Vous,,,3498111189 - 3201171828
,,90139,,,,,496,wine bar,,,,,,Palermo,,Spirito Dvino,,http://www.spiritodvino.it/index.htm,,19:00,"divertimento, ristoro","lunedi,martedi,mercoledi,giovedi,venerdi,sabato",,,info@spiritodvino.it,02:00,,,Spirito Dvino,,,3939246261
,,90133,,,,,378,ristorante,,,,italiana,,Palermo,,Cocoa Jazz Restaurant,0916172591,,,,ristoro,,,,,,,,Cocoa Jazz Restaurant,,,
,,90133,,,,,392,ristorante,,,,,,Palermo,,Freschette BioBistrot,091 9820727,http://www.freschette.com/,,,ristoro,,,,freschette@hotmail.it,,,,Freschette BioBistrot,,,3932430440
,,90133,,,,,395,"ristorante, pizzeria",,,,"italiana,pizza",,Palermo,,Al Covo dei Beati Paoli,0916166634,http://www.alcovodeibeatipaoli.com/,,,ristoro,,,,info@alcovodeibeatipaoli.com,,,,Al Covo dei Beati Paoli,,,3279040510
,,90138,,,,,396,"ristorante, pizzeria",,,,"mediterranea,pizza",,Palermo,,Principe di Camporeale,0912530424,,,,ristoro,,,,,,,,Principe di Camporeale,,,
,,90133,,,,,403,ristorante,,,,tipica palermitana,,Palermo,,Ferro Di Cavallo,091331835,http://www.ferrodicavallopalermo.it/index.php,,,ristoro,,,,,,,,Ferro Di Cavallo,,,3391862841 - 3496755312
,,90139,,,,,409,ristorante,,,,tipica siciliana,,Palermo,,Trattoria Al Cancelletto Verde,091320537,http://www.alcancellettoverde.it/,,,ristoro,,,,,,,,Trattoria Al Cancelletto Verde,,,
,,90141,,,,,414,ristorante,,,,,,Palermo,,Pizzo & Pizzo,0916014544,http://www.pizzoepizzo.com/,,,ristoro,,,,pizzoepizzo@libero.it,,,,Pizzo & Pizzo,,,3333112864
,,90139,,,,,416,ristorante,,,,italiana,,Palermo,,Lo Scudiero,091581628,http://www.ristoranteloscudiero.com/,,,ristoro,,,,,,,,Lo Scudiero,,,
,,90134,,,,,413,ristorante,,,,tipica palermitana,,Palermo,,Trattoria Al Vecchio Club Rosanero,,,,,ristoro,,,,,,,,Trattoria Al Vecchio Club Rosanero,,,3494096880
,,90133,,,,,419,ristorante,,,,,,Palermo,,Vecchia Trattoria da Toto,,,,,ristoro,,,,,,,,Vecchia Trattoria da Toto,,,3333157558
,,90133,,,,,420,ristorante,,,,,,Palermo,,Trattoria Primavera,091329408,,,,ristoro,,,,,,,,Trattoria Primavera,,,
,,90121,,,,,421,ristorante,,,,,,Palermo,,Donna Ina,,,,,ristoro,,,,,,,,Donna Ina,,,3460550363
,,90133,,,,,425,ristorante,,,,tipica siciliana,,Palermo,,Le Delizie di Cagliostro,091332818,http://www.ledeliziedicagliostro.it/,,,ristoro,,,,cagliostro04@tiscali.it,,,,Le Delizie di Cagliostro,,,
,,90139,,,,,426,"ristorante, wine bar",,,,,,Palermo,,Gusto Italiano,,,,,ristoro,,,,gusto.italiano@libero.it,,,,Gusto Italiano,,,
,,90133,,,,,429,ristorante,,,,,,Palermo,,Santandrea,091334999,http://www.ristorantesantandrea.eu/,,,ristoro,,,,info@ristorantesantandrea.eu,,,,Santandrea,,,
,,90133,,,,,433,ristorante,,,,,,Palermo,,Al Covo Dell'Arte,0916118779,,,,ristoro,,,,,,,,Al Covo Dell'Arte,,,
,,90134,,,,,435,ristorante,,,,"europea,",,Palermo,,Trattoria Ai Normanni,,,,,ristoro,,,,,,,,Trattoria Ai Normanni,,,
,,90137,,,,,438,ristorante,,,,,,Palermo,,Carlo V,,,,,ristoro,,,,,,,,Carlo V,,,
,,90134,,,,,440,ristorante,,,,,,Palermo,,Ristorante Ferro,091586049,http://www.ristoranteferro.com/,,,ristoro,,,,ferroristorante@alice.it,,,,Ristorante Ferro,,,
,,90133,,,,,441,ristorante,,,,,,0916171631,,Osteria Dei Vespri,0916171631,http://www.osteriadeivespri.it/,,,ristoro,,,,osteriadeivespri@libero.it,,,,Osteria Dei Vespri,,,
,,90133,,,,,442,ristorante,,,,,,Palermo,,Trattoria Torremuzza,0912525532,,,,ristoro,,,,,,,,Trattoria Torremuzza,,,
,,90139,,,,,449,ristorante,,,,,,Palermo,,Trattoria Piccolo Napoli,091320431,,,,ristoro,,,,,,,,Trattoria Piccolo Napoli,,,
,,90151,,,,,489,ristorante,,,,,,Mondello,0916841508,Casamia,0916840717 - 0916842263,http://www.hotelvillaesperia.it/ristorante.html,,,ristoro,,,,info@hotelvillaesperia.it,,,,Casamia,,,3492364913
,,90149,,,,,491,"ristorante, pizzeria",,,,,,Mondello,,Peter Pan,091 451447,,,,ristoro,,,,,,,,Peter Pan,,,
,,90151,,,,,499,"ristorante, pizzeria",,,,,,Mondello,0916727948,Alle Terrazze,0916262903,http://www.alleterrazze.it/,,,ristoro,,,,info@alleterrazze.it,,,,Alle Terrazze,,,
,,90151,,,,,504,ristorante,,,,,,Mondello,,Da Sariddu e Figli,091451922,http://www.ristorantesariddu.it/,,,ristoro,,,,ristorante.sariddu@email.it,,,,Da Sariddu e Figli,,,
,,90147,,,,,511,ristorante,,,,,,Sferracavallo,,Il Grottino,091533038,,,,ristoro,,,,,,,,Il Grottino,,,
,,90147,,,,,515,ristorante,,,,,,Sferracavallo,,Alla Corte dei Normanni,0916912051,http://www.ristoranteallacortedeinormanni.com/,,,ristoro,,,,allacortedeinormanni@gmail.com,,,,Alla Corte dei Normanni,,,3385624022
,,90139,,,,,477,ristorante,,,,,,Palermo,,Acanto,0916014567,,,,ristoro,,,,info@ristoranteacanto.it,,,,Acanto,,,
,,90138,,,,,478,"ristorante, pizzeria",,,,,,Palermo,,Al 59,091583139,,,,ristoro,,,,,,,,Al 59,,,
,,90133,,,,,479,ristorante,,,,,,Palermo,,Trattoria Dal Pompiere,091325282,,,,ristoro,,,,,,,,Trattoria Dal Pompiere,,,
,,90133,,,,,480,ristorante,,,,,,Palermo,,Il Tipico e il Particolare,0915076972,http://sitopartner.wix.com/tipicoeparticolare,,,ristoro,,,,,,,,Il Tipico e il Particolare,,,
,,90141,,,,,482,ristorante,,,,tipica palermitana,,Palermo,,Bucatino,0916110253,http://www.bucatino.biz/,,,ristoro,,,,cicciobucatino@gmail.com,,,,Bucatino,,,3930674681
,,90142,,,,,490,"ristorante, pizzeria",,,,,,Palermo,,La Mattanza,0916376298,http://www.ristorantelamattanza.it/index.html,,,ristoro,,,,ristorantelamattanza@libero.it,,,,La Mattanza,,,
,,90149,,,,,492,ristorante,,,,,,Mondello,,Villa Antigone,091454306,,,,ristoro,,,,,,,,Villa Antigone,,,
,,90141,,,,,497,ristorante,,,,,,Palermo,,Charleston,091450171,http://www.ristorantecharleston.com/,,,ristoro,,,,info@ristorantecharleston.com,,,,Charleston,,,
,,90147,,,,,508,ristorante,,,,,,Sferracavallo,,Trattoria Temptation,0916911104,http://www.trattoriatemptation.com/,,,ristoro,,,,temptationsas@libero.it,,,,Trattoria Temptation,,,
,,90147,,,,,512,ristorante,,,,,,Sferracavallo,091530738,La Barca,0916911609,http://www.ristorantelabarca.it/,,,ristoro,,,,info@ristorantelabarca.it,,,,La Barca,,,
,,90151,,,,,487,ristorante,,,,,,Mondello,,Badalamenti Cucina e Bottega,091450213,,,,ristoro,,,,badalamentienoteca@alice.it,,,,Badalamenti Cucina e Bottega,,,
,,90151,,,,,495,ristorante,,,,,,Mondello,,Le Antiche Mura,091453940,http://www.leantichemuraristorante.com/#,,,ristoro,,,,innclub@libero.it,,,,Le Antiche Mura,,,3331976830
,,90151,,,,,502,ristorante,,,,,,Mondello,,Trattoria Sapori di mare,0916840623,http://www.trattoriasaporidimaregiovanni.com/,,,ristoro,,,,saporidimaregiovanni@virgilio.it,,,,Trattoria Sapori di mare,,,335404992
,,90148,,,,,505,ristorante,,,,,,Sferracavallo,,Al Brigantino,0916911778,http://www.albrigantino.com/,,,ristoro,,,,info@albrigantino.com,,,,Al Brigantino,,,3337540950
,,90147,,,,,509,ristorante,,,,,,Sferracavallo,,Il Delfino,091530282,,,,ristoro,,,,,,,,Il Delfino,,,
,,90147,,,,,513,ristorante,,,,,,Sferracavallo,,La Perla Del Mare,0916912176,,,,ristoro,,,,enea.angelo@alice.it,,,,La Perla Del Mare,,,
,,90139,,,,,476,ristorante,,,,,,Palermo,,Pane Amore & Mortadella,,,,,ristoro,,,,,,,,Pane Amore & Mortadella,,,3479061560
,,90133,,,,,481,"ristorante, pizzeria",,,,,,Palermo,,Al Santa Caterina,,,,,ristoro,,,,,,,,Al Santa Caterina,,,3388082388
,,90133,,,,,483,"ristorante, pizzeria",,,,,,Palermo,,Paninfarinah,0916162230,,,,ristoro,,,,,,,,Paninfarinah,,,
,,90149,,,,,485,"ristorante, pizzeria",,,,,,Mondello,0916840383,La Cascina,0916840383,http://www.lacascinapa.com/,,,ristoro,,,,lacascinadimacaluso@tiscali.it,,,,La Cascina,,,3407646068
,,90151,,,,,501,ristorante,,,,,,Mondello,,Trattoria Da Calogero,0916841333,http://www.trattoriadacalogero.com/,,,ristoro,,,,kalgheros90@hotmail.it,,,,Trattoria Da Calogero,,,
,,90147,,,,,507,ristorante,,,,,,Sferracavallo,,Capricci Di Mare,0916910658,,,,ristoro,,,,,,,,Capricci Di Mare,,,
,,90147,,,,,516,ristorante,,,,,,Sferracavallo,,Trattoria L'Ancora,091532934,http://www.trattorialancora.com/,,,ristoro,,,,trattorialancora@libero.it,,,,Trattoria L'Ancora,,,
,,90123,,,,,363,ristorante,,,,,,Palermo,,Sicilia E Dintorni,0916213227,http://www.trattoriasiciliaedintorni.it/il-ristorante,,,ristoro,,,,settimo.giuliano@virgilio.it,,,,Sicilia E Dintorni,,,3475960085
,,90141,,,,,380,ristorante,,,,,,Palermo,,Regine S.r.l.,091586566,http://www.ristoranteregine.it/,,,ristoro,,,,regine@ristoranteregine.it,,,,Regine S.r.l.,,,
,,90134,,,,,382,ristorante,,,,"italiana,mediterranea",,Palermo,0916111568,Officina del Gusto Bye Bye Blues,0916116678,http://www.officinabyebyeblues.com/,,,ristoro,,,,info@officinabyebyeblues.com,,,,Officina del Gusto Bye Bye Blues,,,
,,90139,,,,,397,ristorante,,,,italiana,,Palermo,,Cucina Papoff,091586460,http://www.cucinapapoff.com/,,,ristoro,,,,cucinapapoff@libero.it,,,,Cucina Papoff,,,
,,90133,,,,,398,ristorante,,,,,,Palermo,,La Cambusa,091584574,http://www.lacambusa.it/chisiamo.php,,,ristoro,,,,info@lacambusa.it,,,,La Cambusa,,,3475901917
,,90139,,,,,399,ristorante,,,,,,Palermo,,Sal Capone,,,,,ristoro,,,,,,,,Sal Capone,,,
,,90138,,,,,405,"ristorante, pizzeria",,,,"tipica,pizza",,Palermo,,Antica trattoria del Mons??,091327774,http://www.anticatrattoriadelmonsu.com/,,,ristoro,,,,,,,,Antica trattoria del Mons??,,,
,,90139,,,,,406,ristorante,,,,,,Palermo,,Gli Amanti,091589976,,,,ristoro,,,,,,,,Gli Amanti,,,
,,90135,,,,,443,ristorante,,,,tipica siciliana,,Palermo,091408965,Lo Strascino,091401292,http://www.lostrascino.com/,,,ristoro,,,,lo.strascino@libero.it,,,,Lo Strascino,,,
,,90133,,,,,455,ristorante,,,,,,Palermo,091585382,Casa del Brodo,091321655,http://www.casadelbrodo.it/,,,ristoro,,,,,,,,Casa del Brodo,,,
,,90139,,,,,457,"ristorante, pizzeria",,,,,,Palermo,,La Corte Dei Mangioni,0916255360,,,,ristoro,,,,,,,,La Corte Dei Mangioni,,,
,,90139,,,,,465,ristorante,,,,,,Palermo,,La Posada,091333225,,,,ristoro,,,,trattorialaposada@gmail.com,,,,La Posada,,,
,,90139,,,,,466,ristorante,,,,,,Palermo,,Cibus,091323062 - 0916122651,http://www.cibus.pa.it/,,,ristoro,,,,info@cibus.pa.it,,,,Cibus,,,
,,90134,,,,,467,ristorante,,,,,,Palermo,,Il Cambusone,091335597,http://www.ilcambusone.it/,,,ristoro,,,,trattoriailcambusone@gmail.com,,,,Il Cambusone,,,3397288890
,,90129,,,,,323,ristorante,,,,,,Monreale,,Della Giara,091425000,,,,ristoro,,,,,,,,Della Giara,,,
,,90133,,,,,326,ristorante,,,,,,Palermo,,Le Pergamene,0916166142,http://www.lepergamene.it/,,,ristoro,,,,lepergamene@lepergamene.it,,,,Le Pergamene,,,
,,90133,,,,,333,ristorante,,,,,,Palermo,,L'Ottava Nota,0916168601,http://www.ristorantelottavanota.it/,,,ristoro,,,,info@ristorantelottavanota.it,,,,L'Ottava Nota,,,
,,90133,,,,,345,ristorante,,,,,,Palermo,,Gagini Restaurant,091589918,http://www.gaginirestaurant.com/,,,ristoro,,,,,,,,Gagini Restaurant,,,
,,90133,,,,,389,ristorante,,,,,,Palermo,,Ristorantino Palazzo Sambuca,0915076794,,,,ristoro,,,,,,,,Ristorantino Palazzo Sambuca,,,
,,90141,,,,,391,ristorante,,,,,,Palermo,,I Cuochini,091581158,,,,ristoro,,,,info@icuochini.it,,,,I Cuochini,,,
,,90141,,,,,456,"ristorante, pub",,,,mediterranea,,Palermo,,Chapeau,,,,,ristoro,,,,chapeaupalermo@live.com,,,,Chapeau,,,3293020884
,,90141,,,,,458,"ristorante, pizzeria",,,,,,Palermo,,Pipi Room,091332959,http://www.ristorantepipiroom.it/,,,ristoro,,,,pipiroom@ristorantiitaliani.it,,,,Pipi Room,,,
,,90139,,,,,461,ristorante,,,,,,Palermo,,Trattoria Al Cancelletto,091583069,,,,ristoro,,,,,,,,Trattoria Al Cancelletto,,,
,,90133,,,,,464,ristorante,,,,,,Palermo,,Stravizi,0916177917,,,,ristoro,,,,,,,,Stravizi,,,
,,90133,,,,,468,ristorante,,,,,,Palermo,,Baciamolemani,0916119781,,,,ristoro,,,,baciamolemani@libero.it,,,,Baciamolemani,,,
,,90139,,,,,469,"ristorante, trattoria",,,,,,Palermo,,Novecento,091328838,,,,ristoro,,,,,,,,Novecento,,,
,,90133,,,,,470,ristorante,,,,,,Palermo,,Osteria Divino Rosso,,,,,ristoro,,,,losteriadivinorosso@ristorantiitaliani.it,,,,Osteria Divino Rosso,,,3281146809
,,90139,,,,,471,ristorante,,,,europea,,Palermo,,La Taverna Dell'Artista,,,,,ristoro,,,,latavernadellartista@gmail.com,,,,La Taverna Dell'Artista,,,3277867575
,,90143,,,,,325,ristorante,,,,,,Palermo,,I leprotti in citt??,091508685,,,,ristoro,,,,,,,,I leprotti in citt??,,,3386455905
,,90134,,,,,331,ristorante,,,,,,Palermo,,A'Cuncuma,0918872991,http://www.acuncuma.com/,,,ristoro,,,,restaurantacuncuma@gmail.com,,,,A'Cuncuma,,,3201646036
,,90134,,,,,340,ristorante,,,,,,Palermo,,Trattoria Supra I Mura,091584060,,,,ristoro,,,,,,,,Trattoria Supra I Mura,,,
,,90141,,,,,387,ristorante,,,,,,Palermo,0916880357,Luci e Calici gourmet,0917542967,http://www.ristoranteluciecalici.com/,,,ristoro,,,,info@ristoranteluciecalici.com,,,,Luci e Calici gourmet,,,3939482099
,,90141,,,,,423,ristorante,,,,tipica palermitana,,Palermo,,Trattoria Altri Tempi,091323480,http://www.trattoriaaltritempi.it/,,,ristoro,,,,,,,,Trattoria Altri Tempi,,,
,,90139,,,,,428,"ristorante, american bar, sushi bar",,,,internazionale,,Palermo,,Tribeca Cafe,091332963,,,,ristoro,,,,,,,,Tribeca Cafe,,,
,,90144,,,,,431,"ristorante, pizzeria",,,,"mediterranea,pizza",,Palermo,,Kus-Kus,091586525,http://www.kus-kus.it/,,,ristoro,,,,,,,,Kus-Kus,,,3935787815
,,90133,,,,,445,ristorante,,,,,,Palermo,,Ristorante Branciforte,091320265,http://www.palazzobranciforte.it/ristorante-index.php,,,ristoro,,,,info@ristorantebranciforte.it,,,,Ristorante Branciforte,,,
,,90139,,,,,446,ristorante,,,,,,Palermo,,Osteria Lo Bianco,0912514906,http://www.osterialobianco.it/,,,ristoro,,,,osteria.lobianco@libero.it,,,,Osteria Lo Bianco,,,3299036051 - 3932465851
,,90133,,,,,459,ristorante,,,,,,Palermo,,Prio RistoAperiPizza,0915080473,,,,ristoro,,,,,,,,Prio RistoAperiPizza,,,
,,90141,,,,,460,ristorante,,,,,,Palermo,,Volo,,,,,ristoro,,,,vincenzo.cugno@libero.it,,,,Volo,,,3280504641
,,90141,,,,,473,"ristorante, pizzeria",,,,,,Palermo,,Giro pizza e cucina,091329331,,,,ristoro,,,,,,,,Giro pizza e cucina,,,
,,90134,,,,,309,ristorante,,,,,,Palermo,,Margot,091582585,,,,ristoro,,,,,,,,Margot,,,3393012570
,,90133,,,,,319,ristorante,,,,,,Palermo,,De Gustibus,091335322,,,,ristoro,,,,,,,,De Gustibus,,,
,,90141,,,,,320,ristorante,,,,,,Palermo,,Gambrinus,0912515327,,,,ristoro,,,,,,,,Gambrinus,,,
,,90134,,,,,321,ristorante,,,,spagnola,,Palermo,,La Cueva,091591255,,,,ristoro,,,,,,,,La Cueva,,,
,,90139,,,,,322,ristorante,,,,,,Palermo,,La Gondola,091331748,,,,ristoro,,,,,,,,La Gondola,,,3881282666
,,90138,,,,,328,ristorante,,,,,,Palermo,,Ai Cascinari,0916519804,,,,ristoro,,,,,,,,Ai Cascinari,,,
,,90134,,,,,329,ristorante,,,,,,Palermo,091652 2312,Al Fondaco Del Conte,0916522312,http://www.alfondacodelconte.it/it/,,,ristoro,,,,info@alfondacodelconte.it,,,,Al Fondaco Del Conte,,,3291298078
,,90139,,,,,334,ristorante,,,,tipica siciliana,,Palermo,,Bellotero,091582158,http://www.ristorantebelloteropalermo.it/,,,ristoro,,,,ristorantebellotero@libero.it,,,,Bellotero,,,
,,90138,,,,,336,ristorante,,,,"mediterranea,internazionale",,Palermo,,Lo Scrigno dei Sapori,0912531351,,,,ristoro,,,,,,,,Lo Scrigno dei Sapori,,,
,,90139,,,,,355,ristorante,,,,,,Palermo,,Il Ghiottone Raffinato,0912514744,http://www.ilghiottoneraffinato.it/banner/banner.php?immagine=cuore,,,ristoro,,,,ilghiottoneraffinato@tiscali.it,,,,Il Ghiottone Raffinato,,,3357676349 - 3486893955
,,90133,,,,,357,ristorante,,,,,,Palermo,,Gadir,0916101215,,,,ristoro,,,,,,,,Gadir,,,
,,90141,,,,,360,ristorante,,,,,,Palermo,,I Sapori del Mare,0919821458,,,,ristoro,,,,,,,,I Sapori del Mare,,,
,,90141,,,,,364,ristorante,,,,,,Palermo,,Patanegra,0917495192,,,,ristoro,,,,,,,,Patanegra,,,
,,90141,,,,,407,ristorante,,,,,,Palermo,,Retriglia,0915081223,,,,ristoro,,,,,,,,Retriglia,,,
,,90141,,,,,312,ristorante,,,,,,Palermo,,Ai vecchietti di Minchiapititto,091585606,http://www.aivecchiettidiminchiapititto.com/vecchietti/index.asp,,,ristoro,,,,info@aivecchietti.it,,,,Ai vecchietti di Minchiapititto,,,3332244677
,,90139,,,,,350,ristorante,,,,,,Palermo,,Sapori Perduti,091327387,,,,ristoro,,,,,,,,Sapori Perduti,,,
,,90138,,,,,359,"ristorante, pizzeria",,,,,,Palermo,,I Manciatari,091471749,http://www.manciatari.it/,,,ristoro,,,,imanciatari@libero.it,,,,I Manciatari,,,3478358409
,,90100,,,,,362,ristorante,,,,,,Palermo,,Ai Murici,0916212767,,,,ristoro,,,,,,,,Ai Murici,,,
,,90133,,,,,377,ristorante,,,,,,Palermo,,Ai Maccheronai,0916118162,,,,ristoro,,,,,,,,Ai Maccheronai,,,
,,90133,,,,,338,ristorante,,,,,,Palermo,,Ristorantino da Span??,,http://www.ristorantinospano.com/,,,ristoro,,,,info@ristorantinospano.it,,,,Ristorantino da Span??,Zona mercato del Capo,,3485628789
,,90141,,,,,341,ristorante,,,,"mediterranea,fusion",,Bagheria,,Sesto Canto,091324543,,,,ristoro,,,,,,,,Sesto Canto,,,
,,90139,,,,,349,ristorante,,,,,,Palermo,,Cin Cin,0916124095,http://www.ristorantecincin.com/,,,ristoro,,,,clemente.vincenzo@gmail.com,,,,Cin Cin,,,
,,90100,,,,,352,ristorante,,,,,,Palermo,,Belli Sazi,0917646103,,,,ristoro,,,,,,,,Belli Sazi,,,
,,90133,,,,,353,ristorante,,,,,,Palermo,,Schiticchio Food & Beverage,0916114868,,,,ristoro,,,,,,,,Schiticchio Food & Beverage,,,
,,90134,,,,,347,pizzeria,,,,,,Palermo,,Frida,0915505440,http://www.fridapizzeria.it/,,,ristoro,,,,info@fridapizzeria.it,,,,Frida,,,3933338092
,,90131,,,,,365,pizzeria,,,,,,Palermo,,Giabal,,http://www.pizzeriagiabal.it/,,,ristoro,,,,info@pizzeriagiabal.it,,,,Giabal,,,
,,90134,,,,,418,pizzeria,,,,,,Palermo,,Pizzottando,091218408,,,,ristoro,,,,,,,,Pizzottando,,,
,,90141,,,,,472,"ristorante,pizzeria",,,,,,Palermo,,Torquemada,091584995,,,,ristoro,,,,,,,,Torquemada,,,
,,90134,,,,,474,pizzeria,,,,,,Palermo,,Pizzeria Porta Sant'Agata,0916528450,,,,ristoro,,,,,,,,Pizzeria Porta Sant'Agata,,,
,,90133,,,,,475,pizzeria,,,,"europea, italiana, pizza",,Palermo,,Pizzeria Bellini,0916165691,,,,ristoro,,,,,,,,Pizzeria Bellini,,,
,,90141,,,,,317,pizzeria,,,,,,Palermo,,Ai vecchietti H...nto,091585606,http://www.aivecchiettidiminchiapititto.com/vecchietti_pizz/chi_siamo.asp,,,ristoro,,,,info@aivecchietti.it,,,,Ai vecchietti H...nto,,,3332244677
,,90139,,,,,366,pizzeria,,,,,,Palermo,,Blanco Pizza & Gourmet,,,,,ristoro,,,,,,,,Blanco Pizza & Gourmet,,,
,,90141,,,,,318,pizzeria,,,,,,Palermo,,Sciusci??,091682 2700,,,,ristoro,,,,,,,,Sciusci??,,,
,,90133,,,,,342,pizzeria,,,,,,Palermo,,Mounir,0917730005,,,,ristoro,,,,,,,,Mounir,,,
,,90139,,,,,432,pizzeria,,,,,,Palermo,,La Duchessa,0915086896,http://www.pizzerialaduchessa.it/,,,ristoro,,,,laduchessapizzeria@libero.it,,,,La Duchessa,,,
,,90139,,,,,436,pizzeria,,,,,,Palermo,,Mudu,0916257228,,,,ristoro,,,,mudupalermo@hotmail.it,,,,Mudu,,,
,,90133,,,,,437,pizzeria,,,,,,Palermo,,Pizzeria Italia,091589885,http://www.pizzeriaitaliapalermo.it/,,,ristoro,,,,italiaristorantepizzeria@hotmail.it,,,,Pizzeria Italia,,,
,,90142,,,,,494,pizzeria,,,,,,Palermo,,Mistral,0916372285,,,,ristoro,,,,,,,,Mistral,,,
,,90142,,,,,486,"pizzeria, american bar",,,,,,Palermo,,Villa Costanza,091547027,,,,ristoro,,,,,,,,Villa Costanza,,,
